City,State/Region,Country,Timezone,Place Key,Geoname ID,Ekadashi Name,Anchor Date,Audit Flow Message,Sunrise Tithi Sequence,Sunrise Nakshatra Sequence,Dashami End / Ekadashi Start,Ekadashi End / Dwadashi Start,Dwadashi End / Trayodashi Start,First Ekadashi Sunrise Date,First Ekadashi Sunrise,First Ekadashi Arunodaya,Valid Ekadashi Sunrise Dates,Dashami Viddha Sunrise Dates,Ekadashi Sunrise Evaluation,First Valid Ekadashi Sunrise Date,First Valid Ekadashi Sunrise,First Valid Ekadashi Arunodaya,First Dwadashi Sunrise Date,Dwadashi Sunrise Nakshatra,Dwadashi Q1 End / Hari Vasara End,Scan Start,Scan End,Dates Used,Fresh Scans This City,Completeness Status,Missing Parameters,Error,Ekadashi Type,Condition Code,Classification Explanation,Classification Flags,Upavaasa Date 1,Upavaasa Date 2,Parana Date,Parana Tithi Rule,Parana Branch,Parana Start,Parana End,Parana Note
Darmstadt,Hesse,Germany,Europe/Berlin,geoname:2938913,2938913,Aja Ekadashi,2026-09-07,"Aja Ekadashi - Darmstadt. Dashami ends and Ekadashi begins on 2026-09-06 03:59:00 PM CEST. On 07-Sep-26, Sooryodaya is 06:49 AM and Arunodaya is 05:13 AM. Ekadashi is present at sunrise and had begun before Arunodaya, so this is a valid Ekadashi sunrise. Ekadashi ends on 2026-09-07 01:33:00 PM CEST and does not remain through another sunrise. Ekadashi ends and Dwadashi begins on 2026-09-07 01:33:00 PM CEST. Dwadashi is present at Sooryodaya on 08-Sep-26 (Sooryodaya 06:51 AM). Dwadashi ends and Trayodashi begins on 2026-09-08 11:12:00 AM CEST. Therefore the Upavaasa is observed on 07-Sep-26. For Parana on 08-Sep-26, Sooryodaya is 06:51 AM, Pratah Kala ends at 09:28 AM, Dwadashi ends at 2026-09-08 11:12:00 AM CEST, and Hari Vasara ends at 2026-09-07 06:57:45 PM CEST. Hari Vasara ends before Sooryodaya, so there is no Hari-Vasara delay; Parana starts at Sooryodaya (06:51 AM). Pratah Kala ends at 09:28 AM, before Dwadashi ends; therefore Pratah Kala end is the limiting end time. Hence Parana is 06:51 AM to 09:28 AM.",2026-09-06:Dashami | 2026-09-07:Ekadashi | 2026-09-08:Dwadashi,2026-09-06:Ardra | 2026-09-07:Punarvasu | 2026-09-08:Pushya,2026-09-06 03:59:00 PM CEST,2026-09-07 01:33:00 PM CEST,2026-09-08 11:12:00 AM CEST,2026-09-07,06:49 AM,2026-09-07 05:13:00 AM CEST,2026-09-07,,2026-09-07:VALID (start 2026-09-06 03:59:00 PM CEST < Arunodaya 2026-09-07 05:13:00 AM CEST),2026-09-07,06:49 AM,2026-09-07 05:13:00 AM CEST,2026-09-08,Pushya,2026-09-07 06:57:45 PM CEST,2026-09-06,2026-09-08,2026-09-06 | 2026-09-07 | 2026-09-08,3,COMPLETE,,,Normal Ekadashi,NORMAL,Ekadashi began before Arunodaya and has one valid Ekadashi sunrise. No two-day exception is triggered.,2026-09-07:VALID (start 2026-09-06 03:59:00 PM CEST < Arunodaya 2026-09-07 05:13:00 AM CEST),2026-09-07,,2026-09-08,DWADASHI,PRATAH,2026-09-08 06:51:00 AM CEST,2026-09-08 09:27:36 AM CEST,Hari Vasara ended before Parana-day sunrise; Parana is sunrise to Pratah end.
