Place Key,City,State/Region,Country,Timezone,Geoname ID,Ekadashi Name,Ekadashi Type,Condition Code,Upavaasa Date 1,Upavaasa Date 2,Parana Date,Parana Start,Parana End,Parana Branch,Parana Tithi Rule,Hari Vasara End,Cycle Anchor,Completeness Status,Date,Action Role,Special Events,Special Event Details,Note,Message
geoname:2938913,Darmstadt,Hesse,Germany,Europe/Berlin,2938913,Aja Ekadashi,Normal Ekadashi,NORMAL,2026-09-07,,2026-09-08,06:51 AM,09:28 AM,PRATAH,DWADASHI,06:58 PM,2026-09-07,COMPLETE,2026-09-07,UPAVASA_DAY_1,Aja Ekadashi,"Upavaasa: 07-Sep-26 | Parana: 08-Sep-26, 06:51 AM to 09:28 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Aja Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 07-Sep-26 | Parana: 08-Sep-26, 06:51 AM to 09:28 AM"
geoname:2938913,Darmstadt,Hesse,Germany,Europe/Berlin,2938913,Aja Ekadashi,Normal Ekadashi,NORMAL,2026-09-07,,2026-09-08,06:51 AM,09:28 AM,PRATAH,DWADASHI,06:58 PM,2026-09-07,COMPLETE,2026-09-08,PARANA,Aja Ekadashi,Upavaasa: 07-Sep-26 | Parana today: 06:51 AM to 09:28 AM,**Perform Parana today** between 06:51 AM and 09:28 AM. Upavaasa was observed on 07-Sep-26.,Aja Ekadashi. Perform Parana today between 06:51 AM and 09:28 AM. Upavaasa was observed on 07-Sep-26. Upavaasa: 07-Sep-26 | Parana today: 06:51 AM to 09:28 AM
