Place Key,Location Key,City,State/Region,Country,Timezone,Geoname ID,Event Family,Event Name,Event Type,Condition Code,Cycle Anchor,Completeness Status,Date,Action Role,Special Events,Special Event Details,Note,Message,Source Module,Rule Version
geoname:290030,geoname:290030|city:doha,Doha,Baladīyat ad Dawḩah,Qatar,Asia/Qatar,290030,VARAMAHALAKSHMI,Varamahalakshmi Vrata,STANDARD_MONTH_FESTIVAL,MONTH_PANCHANG_DISCOVERY_DATE,2026-08-28,COMPLETE,2026-08-28,OBSERVANCE,Varamahalakshmi Vrata,,,Varamahalakshmi Vrata is observed today.,standard_festival_engine.py,VARAMAHALAKSHMI_V2_0_DISCOVERY_EVIDENCE
geoname:2657896,geoname:2657896|city:zurich,Zurich,Zurich,Switzerland,Europe/Zurich,2657896,VARAMAHALAKSHMI,Varamahalakshmi Vrata,STANDARD_MONTH_FESTIVAL,MONTH_PANCHANG_DISCOVERY_DATE,2026-08-21,COMPLETE,2026-08-21,OBSERVANCE,Varamahalakshmi Vrata,,,Varamahalakshmi Vrata is observed today.,standard_festival_engine.py,VARAMAHALAKSHMI_V2_0_DISCOVERY_EVIDENCE
geoname:2928751,geoname:2928751|city:esslingen,Esslingen,Esslingen,Germany,Europe/Berlin,2928751,VARAMAHALAKSHMI,Varamahalakshmi Vrata,STANDARD_MONTH_FESTIVAL,MONTH_PANCHANG_DISCOVERY_DATE,2026-08-21,COMPLETE,2026-08-21,OBSERVANCE,Varamahalakshmi Vrata,,,Varamahalakshmi Vrata is observed today.,standard_festival_engine.py,VARAMAHALAKSHMI_V2_0_DISCOVERY_EVIDENCE
geoname:1278094,geoname:1278094|city:ayodhya,Ayodhya,Uttar Pradesh,India,Asia/Kolkata,1278094,VARAMAHALAKSHMI,Varamahalakshmi Vrata,STANDARD_MONTH_FESTIVAL,MONTH_PANCHANG_DISCOVERY_DATE,2026-08-28,COMPLETE,2026-08-28,OBSERVANCE,Varamahalakshmi Vrata,,,Varamahalakshmi Vrata is observed today.,standard_festival_engine.py,VARAMAHALAKSHMI_V2_0_DISCOVERY_EVIDENCE
geoname:5131614,geoname:5131614|city:pittsford,Pittsford,New York,United States,America/New_York,5131614,VARAMAHALAKSHMI,Varamahalakshmi Vrata,STANDARD_MONTH_FESTIVAL,MONTH_PANCHANG_DISCOVERY_DATE,2026-08-21,COMPLETE,2026-08-21,OBSERVANCE,Varamahalakshmi Vrata,,,Varamahalakshmi Vrata is observed today.,standard_festival_engine.py,VARAMAHALAKSHMI_V2_0_DISCOVERY_EVIDENCE
geoname:5119251,geoname:5119251|city:greece,Greece,New York,United States,America/New_York,5119251,VARAMAHALAKSHMI,Varamahalakshmi Vrata,STANDARD_MONTH_FESTIVAL,MONTH_PANCHANG_DISCOVERY_DATE,2026-08-21,COMPLETE,2026-08-21,OBSERVANCE,Varamahalakshmi Vrata,,,Varamahalakshmi Vrata is observed today.,standard_festival_engine.py,VARAMAHALAKSHMI_V2_0_DISCOVERY_EVIDENCE
geoname:5140405,geoname:5140405|city:syracuse,Syracuse,New York,United States,America/New_York,5140405,VARAMAHALAKSHMI,Varamahalakshmi Vrata,STANDARD_MONTH_FESTIVAL,MONTH_PANCHANG_DISCOVERY_DATE,2026-08-21,COMPLETE,2026-08-21,OBSERVANCE,Varamahalakshmi Vrata,,,Varamahalakshmi Vrata is observed today.,standard_festival_engine.py,VARAMAHALAKSHMI_V2_0_DISCOVERY_EVIDENCE
geoname:4256038,geoname:4256038|city:columbus,Columbus,Indiana,United States,America/Indiana/Indianapolis,4256038,VARAMAHALAKSHMI,Varamahalakshmi Vrata,STANDARD_MONTH_FESTIVAL,MONTH_PANCHANG_DISCOVERY_DATE,2026-08-21,COMPLETE,2026-08-21,OBSERVANCE,Varamahalakshmi Vrata,,,Varamahalakshmi Vrata is observed today.,standard_festival_engine.py,VARAMAHALAKSHMI_V2_0_DISCOVERY_EVIDENCE
geoname:4487042,geoname:4487042|city:raleigh,Raleigh,North Carolina,United States,America/New_York,4487042,VARAMAHALAKSHMI,Varamahalakshmi Vrata,STANDARD_MONTH_FESTIVAL,MONTH_PANCHANG_DISCOVERY_DATE,2026-08-21,COMPLETE,2026-08-21,OBSERVANCE,Varamahalakshmi Vrata,,,Varamahalakshmi Vrata is observed today.,standard_festival_engine.py,VARAMAHALAKSHMI_V2_0_DISCOVERY_EVIDENCE
geoname:4460243,geoname:4460243|city:charlotte,Charlotte,North Carolina,United States,America/New_York,4460243,VARAMAHALAKSHMI,Varamahalakshmi Vrata,STANDARD_MONTH_FESTIVAL,MONTH_PANCHANG_DISCOVERY_DATE,2026-08-21,COMPLETE,2026-08-21,OBSERVANCE,Varamahalakshmi Vrata,,,Varamahalakshmi Vrata is observed today.,standard_festival_engine.py,VARAMAHALAKSHMI_V2_0_DISCOVERY_EVIDENCE
