Date,Location Key,Input Order,City,State/Region,Country,Timezone,Geoname ID,Selected Drik Location,Samvatsara,Ayana,Ritu,Amanta Maasa,Paksha,Tithi,Vaara,Nakshatra,Yoga,Karana,Sooryodaya,Month Page URL,Day Page URL,Stored At,Source Run Mode,Special Events,Special Event Details,Note,Message,Master Event Count,Error
2026-10-05,geoname:1266285|city:kolhapur,31,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,Kolhapur,Parabhava,Dakshinayana,Varsha (Monsoon),Bhadrapada,Krishna Paksha,"Dashami upto 02:07 AM, Oct 06",Somawara,Pushya upto 11:09 PM,Shiva upto 09:51 AM,"Vanija upto 02:58 PM; Vishti upto 02:07 AM, Oct 06",06:24 AM,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1266285&date=05/10/2026,https://www.drikpanchang.com/panchang/day-panchang.html?geoname-id=1266285&date=05/10/2026,2026-09-07T10:55:52-04:00,BACKFILL,,,,,0,
2026-10-05,geoname:1262180|city:nagpur,32,Nagpur,Maharashtra,India,Asia/Kolkata,1262180,Nagpur,Parabhava,Dakshinayana,Varsha (Monsoon),Bhadrapada,Krishna Paksha,"Dashami upto 02:07 AM, Oct 06",Somawara,Pushya upto 11:09 PM,Shiva upto 09:51 AM,"Vanija upto 02:58 PM; Vishti upto 02:07 AM, Oct 06",06:06 AM,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1262180&date=05/10/2026,https://www.drikpanchang.com/panchang/day-panchang.html?geoname-id=1262180&date=05/10/2026,2026-09-07T10:55:52-04:00,BACKFILL,,,,,0,
2026-10-05,geoname:1253102|city:visakhapatnam,33,Visakhapatnam,Andra Pradesh,India,Asia/Kolkata,1253102,Visakhapatnam,Parabhava,Dakshinayana,Varsha (Monsoon),Bhadrapada,Krishna Paksha,"Dashami upto 02:07 AM, Oct 06",Somawara,Pushya upto 11:09 PM,Shiva upto 09:51 AM,"Vanija upto 02:58 PM; Vishti upto 02:07 AM, Oct 06",05:48 AM,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253102&date=05/10/2026,https://www.drikpanchang.com/panchang/day-panchang.html?geoname-id=1253102&date=05/10/2026,2026-09-07T10:55:52-04:00,BACKFILL,,,,,0,
2026-10-05,geoname:292223|city:dubai,34,Dubai,Dubai,United Arab Emirates,Asia/Dubai,292223,Dubai,Parabhava,Dakshinayana,Varsha (Monsoon),Bhadrapada,Krishna Paksha,"Dashami upto 12:37 AM, Oct 06",Somawara,Pushya upto 09:39 PM,"Shiva upto 08:21 AM; Siddha upto 05:50 AM, Oct 06","Vanija upto 01:28 PM; Vishti upto 12:37 AM, Oct 06",06:13 AM,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=292223&date=05/10/2026,https://www.drikpanchang.com/panchang/day-panchang.html?geoname-id=292223&date=05/10/2026,2026-09-07T10:55:52-04:00,BACKFILL,,,,,0,
2026-10-05,geoname:290030|city:doha,35,Doha,Baladīyat ad Dawḩah,Qatar,Asia/Qatar,290030,Doha,Parabhava,Dakshinayana,Varsha (Monsoon),Bhadrapada,Krishna Paksha,Dashami upto 11:37 PM,Somawara,Pushya upto 08:39 PM,"Shiva upto 07:21 AM; Siddha upto 04:50 AM, Oct 06",Vanija upto 12:28 PM; Vishti upto 11:37 PM,05:28 AM,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=290030&date=05/10/2026,https://www.drikpanchang.com/panchang/day-panchang.html?geoname-id=290030&date=05/10/2026,2026-09-07T10:55:52-04:00,BACKFILL,,,,,0,
2026-10-05,geoname:2657896|city:zurich,36,Zurich,Zurich,Switzerland,Europe/Zurich,2657896,Zurich,Parabhava,Dakshinayana,Varsha (Monsoon),Bhadrapada,Krishna Paksha,Dashami upto 10:37 PM,Somawara,Pushya upto 07:39 PM,"Siddha upto 03:50 AM, Oct 06",Vanija upto 11:28 AM; Vishti upto 10:37 PM,07:30 AM,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=2657896&date=05/10/2026,https://www.drikpanchang.com/panchang/day-panchang.html?geoname-id=2657896&date=05/10/2026,2026-09-07T10:55:52-04:00,BACKFILL,,,,,0,
2026-10-05,geoname:2928751|city:esslingen,37,Esslingen,Esslingen,Germany,Europe/Berlin,2928751,Esslingen,Parabhava,Dakshinayana,Varsha (Monsoon),Bhadrapada,Krishna Paksha,Dashami upto 10:37 PM,Somawara,Pushya upto 07:39 PM,"Siddha upto 03:50 AM, Oct 06",Vanija upto 11:28 AM; Vishti upto 10:37 PM,07:28 AM,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=2928751&date=05/10/2026,https://www.drikpanchang.com/panchang/day-panchang.html?geoname-id=2928751&date=05/10/2026,2026-09-07T10:55:52-04:00,BACKFILL,,,,,0,
2026-10-05,geoname:1278094|city:ayodhya,38,Ayodhya,Uttar Pradesh,India,Asia/Kolkata,1278094,Ajodhya,Parabhava,Dakshinayana,Varsha (Monsoon),Bhadrapada,Krishna Paksha,"Dashami upto 02:07 AM, Oct 06",Somawara,Pushya upto 11:09 PM,Shiva upto 09:51 AM,"Vanija upto 02:58 PM; Vishti upto 02:07 AM, Oct 06",05:55 AM,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1278094&date=05/10/2026,https://www.drikpanchang.com/panchang/day-panchang.html?geoname-id=1278094&date=05/10/2026,2026-09-07T10:55:52-04:00,BACKFILL,,,,,0,
2026-10-05,geoname:5131614|city:pittsford,39,Pittsford,New York,United States,America/New_York,5131614,Pittsford,Parabhava,Dakshinayana,Varsha (Monsoon),Bhadrapada,Krishna Paksha,Dashami upto 04:37 PM,Somawara,Pushya upto 01:39 PM,Siddha upto 09:50 PM,"Vishti upto 04:37 PM; Bava upto 03:49 AM, Oct 06",07:12 AM,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5131614&date=05/10/2026,https://www.drikpanchang.com/panchang/day-panchang.html?geoname-id=5131614&date=05/10/2026,2026-09-07T10:55:52-04:00,BACKFILL,,,,,0,
2026-10-05,geoname:5119251|city:greece,40,Greece,New York,United States,America/New_York,5119251,Greece,Parabhava,Dakshinayana,Varsha (Monsoon),Bhadrapada,Krishna Paksha,Dashami upto 04:37 PM,Somawara,Pushya upto 01:39 PM,Siddha upto 09:50 PM,"Vishti upto 04:37 PM; Bava upto 03:49 AM, Oct 06",07:13 AM,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5119251&date=05/10/2026,https://www.drikpanchang.com/panchang/day-panchang.html?geoname-id=5119251&date=05/10/2026,2026-09-07T10:55:52-04:00,BACKFILL,,,,,0,
