Place Key,Location Key,City,State/Region,Country,Timezone,Geoname ID,Event Family,Event Name,Event Type,Condition Code,Cycle Anchor,Completeness Status,Date,Action Role,Special Events,Special Event Details,Note,Message,Source Module,Rule Version
geoname:1269655,geoname:1269655|city:itanagar,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,SANKRAMANA,Tula Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-10-17,COMPLETE,2026-10-17,OBSERVANCE,Tula Sankranti,Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 11:01 AM to 04:45 PM | Tula Sankranti Maha Punya Kala - 02:50 PM to 04:45 PM,,Tula Sankranti. Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 11:01 AM to 04:45 PM | Tula Sankranti Maha Punya Kala - 02:50 PM to 04:45 PM,sankramana_engine.py,SANKRAMANA_V2_4_CITY_CONTEXT_VALIDATED_URL_FALLBACK
geoname:1264521,geoname:1264521|city:madurai,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,SANKRAMANA,Tula Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-10-17,COMPLETE,2026-10-17,OBSERVANCE,Tula Sankranti,Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 12:03 PM to 06:00 PM | Tula Sankranti Maha Punya Kala - 04:01 PM to 06:00 PM,,Tula Sankranti. Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 12:03 PM to 06:00 PM | Tula Sankranti Maha Punya Kala - 04:01 PM to 06:00 PM,sankramana_engine.py,SANKRAMANA_V2_4_CITY_CONTEXT_VALIDATED_URL_FALLBACK
geoname:1265683,geoname:1265683|city:kumbakonam,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,SANKRAMANA,Tula Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-10-17,COMPLETE,2026-10-17,OBSERVANCE,Tula Sankranti,Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 11:58 AM to 05:54 PM | Tula Sankranti Maha Punya Kala - 03:55 PM to 05:54 PM,,Tula Sankranti. Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 11:58 AM to 05:54 PM | Tula Sankranti Maha Punya Kala - 03:55 PM to 05:54 PM,sankramana_engine.py,SANKRAMANA_V2_4_CITY_CONTEXT_VALIDATED_URL_FALLBACK
geoname:1274256,geoname:1274256|city:chidambaram,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,SANKRAMANA,Tula Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-10-17,COMPLETE,2026-10-17,OBSERVANCE,Tula Sankranti,Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 11:56 AM to 05:52 PM | Tula Sankranti Maha Punya Kala - 03:54 PM to 05:52 PM,,Tula Sankranti. Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 11:56 AM to 05:52 PM | Tula Sankranti Maha Punya Kala - 03:54 PM to 05:52 PM,sankramana_engine.py,SANKRAMANA_V2_4_CITY_CONTEXT_VALIDATED_URL_FALLBACK
geoname:1268159,geoname:1268159|city:kanchipuram,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,SANKRAMANA,Tula Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-10-17,COMPLETE,2026-10-17,OBSERVANCE,Tula Sankranti,Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 11:56 AM to 05:51 PM | Tula Sankranti Maha Punya Kala - 03:53 PM to 05:51 PM,,Tula Sankranti. Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 11:56 AM to 05:51 PM | Tula Sankranti Maha Punya Kala - 03:53 PM to 05:51 PM,sankramana_engine.py,SANKRAMANA_V2_4_CITY_CONTEXT_VALIDATED_URL_FALLBACK
geoname:1254388,geoname:1254388|city:srirangam,Srirangam,Tamil Nadu,India,Asia/Kolkata,1254388,SANKRAMANA,Tula Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-10-17,COMPLETE,2026-10-17,OBSERVANCE,Tula Sankranti,Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 12:00 PM to 05:57 PM | Tula Sankranti Maha Punya Kala - 03:58 PM to 05:57 PM,,Tula Sankranti. Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 12:00 PM to 05:57 PM | Tula Sankranti Maha Punya Kala - 03:58 PM to 05:57 PM,sankramana_engine.py,SANKRAMANA_V2_4_CITY_CONTEXT_VALIDATED_URL_FALLBACK
geoname:1270603,geoname:1270603|city:guruvayur,Guruvayur,Kerala,India,Asia/Kolkata,1270603,SANKRAMANA,Tula Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-10-17,COMPLETE,2026-10-17,OBSERVANCE,Tula Sankranti,Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 12:11 PM to 06:07 PM | Tula Sankranti Maha Punya Kala - 04:09 PM to 06:07 PM,,Tula Sankranti. Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 12:11 PM to 06:07 PM | Tula Sankranti Maha Punya Kala - 04:09 PM to 06:07 PM,sankramana_engine.py,SANKRAMANA_V2_4_CITY_CONTEXT_VALIDATED_URL_FALLBACK
geoname:1260546,geoname:1260546|city:pandharpur,Pandharpur,Maharashtra,India,Asia/Kolkata,1260546,SANKRAMANA,Tula Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-10-17,COMPLETE,2026-10-17,OBSERVANCE,Tula Sankranti,Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 12:14 PM to 06:05 PM | Tula Sankranti Maha Punya Kala - 04:08 PM to 06:05 PM,,Tula Sankranti. Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 12:14 PM to 06:05 PM | Tula Sankranti Maha Punya Kala - 04:08 PM to 06:05 PM,sankramana_engine.py,SANKRAMANA_V2_4_CITY_CONTEXT_VALIDATED_URL_FALLBACK
geoname:1266285,geoname:1266285|city:kolhapur,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,SANKRAMANA,Tula Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-10-17,COMPLETE,2026-10-17,OBSERVANCE,Tula Sankranti,Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 12:18 PM to 06:11 PM | Tula Sankranti Maha Punya Kala - 04:13 PM to 06:11 PM,,Tula Sankranti. Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 12:18 PM to 06:11 PM | Tula Sankranti Maha Punya Kala - 04:13 PM to 06:11 PM,sankramana_engine.py,SANKRAMANA_V2_4_CITY_CONTEXT_VALIDATED_URL_FALLBACK
geoname:1262180,geoname:1262180|city:nagpur,Nagpur,Maharashtra,India,Asia/Kolkata,1262180,SANKRAMANA,Tula Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-10-17,COMPLETE,2026-10-17,OBSERVANCE,Tula Sankranti,Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 11:59 AM to 05:48 PM | Tula Sankranti Maha Punya Kala - 03:52 PM to 05:48 PM,,Tula Sankranti. Tula Sankranti Moment - 07:57 PM | Tula Sankranti Punya Kala - 11:59 AM to 05:48 PM | Tula Sankranti Maha Punya Kala - 03:52 PM to 05:48 PM,sankramana_engine.py,SANKRAMANA_V2_4_CITY_CONTEXT_VALIDATED_URL_FALLBACK
