Festival Date,Upavaasa Date,City,State/Region,Country,Timezone,Geoname ID,Festival,Sunsign,Amanta Maasa,Paksha,Vaara,Ashtami Start,Ashtami End,Rohini Start,Rohini End,Ashtami-Rohini Overlap Start,Ashtami-Rohini Overlap End,Candidate Sunset,Next Sunrise,Calculated Nishita Madhya,Calculated Puja Start,Calculated Puja End,Qualifying Nishita Count In Joint Overlap,Qualifying Nishita Sequence,Nishita Selection Note,Saptami Viddha Ashtami,No-Overlap Case,No-Overlap Rule,Decision Rule,Budhavara,Needs Review,Review Reason,Final Message
2026-09-03,2026-09-03,Darmstadt,Hesse,Germany,Europe/Berlin,2938913,Sri Krishna Jayanthi,Simha,Shravana,Krishna Paksha,Guruwara,2026-09-03 10:55:00 PM,2026-09-04 08:43:00 PM,2026-09-03 08:59:00 PM,2026-09-04 07:34:00 PM,2026-09-03 10:55:00 PM,2026-09-04 07:34:00 PM,2026-09-03 08:05:00 PM,2026-09-04 06:45:00 AM,2026-09-04 01:25:00 AM,2026-09-04 01:01:00 AM,2026-09-04 01:49:00 AM,1,1,Only one Nishita falls inside the Ashtami-Rohini joint overlap.,False,,,ASHTAMI_ROHINI_AT_NISHITA,False,False,,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:25 AM, Sep 04 | Nishita Puja Time - 1:01 AM to 1:49 AM, Sep 04 | Duration - 00 Hours 48 Mins"
