Place Key,Location Key,City,State/Region,Country,Timezone,Geoname ID,Event Family,Event Name,Event Type,Condition Code,Cycle Anchor,Completeness Status,Date,Action Role,Special Events,Special Event Details,Note,Message,Source Module,Rule Version
,,Darmstadt,Hesse,Germany,Europe/Berlin,2938913,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 01:01:00 AM to 2026-09-04 01:49:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:25 AM, Sep 04 | Nishita Puja Time - 1:01 AM to 1:49 AM, Sep 04 | Duration - 00 Hours 48 Mins",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
