Month,Place Key,Location Key,City,State/Region,Country,Timezone,Geoname ID,Displayed Date,Displayed Day,Displayed Weekday,Observed Festival,Normalized Festival,Matched Pattern,Canonical Festival,Engine,Discovery Enabled,Execution Enabled,Display Priority,Registry Notes,Drik URL,Event Detail URL,Event Link Status,Discovery Schema Version,Discovery Event Detail URL,Detail URL,Detail URL Source,City Context Established,Sankranti Moment,Punya Kala,Maha Punya Kala,Extracted Details,Completeness Status,Scan Error
2026-08,geoname:285787,geoname:285787|city:kuwait,Kuwait,Al Asimah,Kuwait,Asia/Kuwait,285787,2026-08-17,17,Monday,Simha Sankranti,simha sankranti,Sankranti,Sankramana,SANKRAMANA,Yes,Yes,20,Matches names such as Simha Sankranti; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=285787&date=15/08/2026,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,DISCOVERY_AFTER_CITY_CONTEXT,YES,Simha Sankranti Moment - 05:34 AM,Simha Sankranti Punya Kala - 05:17 AM to 05:34 AM,Simha Sankranti Maha Punya Kala - 05:17 AM to 05:34 AM,Simha Sankranti Moment - 05:34 AM | Simha Sankranti Punya Kala - 05:17 AM to 05:34 AM | Simha Sankranti Maha Punya Kala - 05:17 AM to 05:34 AM,COMPLETE,
2026-08,geoname:1273865,geoname:1273865|city:coimbatore,Coimbatore,Tamil Nadu,India,Asia/Kolkata,1273865,2026-08-17,17,Monday,Simha Sankranti,simha sankranti,Sankranti,Sankramana,SANKRAMANA,Yes,Yes,20,Matches names such as Simha Sankranti; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1273865&date=15/08/2026,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,https://www.drikpanchang.com/sankranti/simha-sankranti-date-time.html?year=2026,DISCOVERY_AFTER_CITY_CONTEXT,YES,Simha Sankranti Moment - 08:04 AM,Simha Sankranti Punya Kala - 06:12 AM to 08:04 AM,Simha Sankranti Maha Punya Kala - 06:12 AM to 08:04 AM,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:12 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:12 AM to 08:04 AM,COMPLETE,
