Place Key,Location Key,City,State/Region,Country,Timezone,Geoname ID,Event Family,Event Name,Event Type,Condition Code,Cycle Anchor,Completeness Status,Date,Action Role,Special Events,Special Event Details,Note,Message,Source Module,Rule Version
geoname:1264521,geoname:1264521|city:madurai,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:09 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:09 AM to 08:04 AM,,Simha Sankranti. Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:09 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:09 AM to 08:04 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
geoname:1265683,geoname:1265683|city:kumbakonam,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:02 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:02 AM to 08:04 AM,,Simha Sankranti. Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:02 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:02 AM to 08:04 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
geoname:1274256,geoname:1274256|city:chidambaram,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:01 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:01 AM to 08:04 AM,,Simha Sankranti. Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:01 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:01 AM to 08:04 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
geoname:1268159,geoname:1268159|city:kanchipuram,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:59 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:59 AM to 08:04 AM,,Simha Sankranti. Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:59 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:59 AM to 08:04 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
geoname:1254388,geoname:1254388|city:srirangam,Srirangam,Tamil Nadu,India,Asia/Kolkata,1254388,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:05 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:05 AM to 08:04 AM,,Simha Sankranti. Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:05 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:05 AM to 08:04 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
geoname:1270603,geoname:1270603|city:guruvayur,Guruvayur,Kerala,India,Asia/Kolkata,1270603,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:16 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:16 AM to 08:04 AM,,Simha Sankranti. Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:16 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:16 AM to 08:04 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
geoname:1260546,geoname:1260546|city:pandharpur,Pandharpur,Maharashtra,India,Asia/Kolkata,1260546,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:12 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:12 AM to 08:04 AM,,Simha Sankranti. Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:12 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:12 AM to 08:04 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
geoname:1266285,geoname:1266285|city:kolhapur,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:17 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:17 AM to 08:04 AM,,Simha Sankranti. Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 06:17 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 06:17 AM to 08:04 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
geoname:1262180,geoname:1262180|city:nagpur,Nagpur,Maharashtra,India,Asia/Kolkata,1262180,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:53 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:55 AM to 08:04 AM,,Simha Sankranti. Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:53 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:55 AM to 08:04 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
geoname:1253102,geoname:1253102|city:visakhapatnam,Visakhapatnam,Andra Pradesh,India,Asia/Kolkata,1253102,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:40 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:57 AM to 08:04 AM,,Simha Sankranti. Simha Sankranti Moment - 08:04 AM | Simha Sankranti Punya Kala - 05:40 AM to 08:04 AM | Simha Sankranti Maha Punya Kala - 05:57 AM to 08:04 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
geoname:292223,geoname:292223|city:dubai,Dubai,Dubai,United Arab Emirates,Asia/Dubai,292223,SANKRAMANA,Simha Sankranti,SANKRAMANA,DRIK_SANKRAMANA_DETAIL,2026-08-17,COMPLETE,2026-08-17,OBSERVANCE,Simha Sankranti,Simha Sankranti Moment - 06:34 AM | Simha Sankranti Punya Kala - 05:54 AM to 06:34 AM | Simha Sankranti Maha Punya Kala - 05:54 AM to 06:34 AM,,Simha Sankranti. Simha Sankranti Moment - 06:34 AM | Simha Sankranti Punya Kala - 05:54 AM to 06:34 AM | Simha Sankranti Maha Punya Kala - 05:54 AM to 06:34 AM,sankramana_engine.py,SANKRAMANA_V2_1_CITY_CONTEXT_THEN_DISCOVERY_URL
