Date,Location Key,City,State/Region,Country,Timezone,Geoname ID,Special Events,Special Event Details,Note,Snapshot Source
2026-08-12,geoname:1262321|city:mysuru,Mysuru,Karnataka,India,Asia/Kolkata,1262321,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1262321|city:t_narasipura,T Narasipura,Karnataka,India,Asia/Kolkata,1262321,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1263780|city:mangalore,Mangalore,Karnataka,India,Asia/Kolkata,1263780,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1264521|city:madurai,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1264527|city:chennai,Chennai,Tamil Nadu,India,Asia/Kolkata,1264527,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1264733|city:lucknow,Lucknow,Uttar Pradesh,India,Asia/Kolkata,1264733,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1265683|city:kumbakonam,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1266285|city:kolhapur,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1268159|city:kanchipuram,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1269843|city:hyderabad,Hyderabad,Telangana,India,Asia/Kolkata,1269843,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1269920|city:hubli,Hubli,Karnataka,India,Asia/Kolkata,1269920,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1270603|city:guruvayur,Guruvayur,Kerala,India,Asia/Kolkata,1270603,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1271476|city:guwahati,Guwahati,Assam,India,Asia/Kolkata,1271476,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1271631|city:gangtok,Gangtok,Sikkim,India,Asia/Kolkata,1271631,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1274256|city:chidambaram,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1275004|city:kolkata,Kolkata,West Bengal,India,Asia/Kolkata,1275004,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1275339|city:mumbai,Mumbai,Maharashtra,India,Asia/Kolkata,1275339,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1275817|city:bhubaneswar,Bhubaneswar,Odisha,India,Asia/Kolkata,1275817,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1275841|city:bhopal,Bhopal,Madhya Pradesh,India,Asia/Kolkata,1275841,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1276533|city:belgaum,Belgaum,Karnataka,India,Asia/Kolkata,1276533,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1277333|city:bengaluru,Bengaluru,Karnataka,India,Asia/Kolkata,1277333,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1278094|city:ayodhya,Ayodhya,Uttar Pradesh,India,Asia/Kolkata,1278094,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1278994|city:prayagraj,Prayagraj,Uttar Pradesh,India,Asia/Kolkata,1278994,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1279186|city:aizawl,Aizawl,Mizoram,India,Asia/Kolkata,1279186,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:1279290|city:agartala,Agartala,Tripura,India,Asia/Kolkata,1279290,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_IST.txt
2026-08-12,geoname:2643743|city:london,London,London,United Kingdom,Europe/London,2643743,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - 03:24 AM | Sutak Ends - 08:06 PM | Eclipse Start - 06:17 PM | Maximum Eclipse - 07:13 PM | Eclipse End - 08:06 PM,,2026-08-12_BST.txt
2026-08-12,geoname:2657896|city:zurich,Zurich,Zurich,Switzerland,Europe/Zurich,2657896,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - 03:55 AM | Sutak Ends - 08:43 PM | Eclipse Start - 07:24 PM | Maximum Eclipse - 08:17 PM,,2026-08-12_CEST.txt
2026-08-12,geoname:290030|city:doha,Doha,Baladīyat ad Dawḩah,Qatar,Asia/Qatar,290030,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_AST.txt
2026-08-12,geoname:292223|city:dubai,Dubai,Dubai,United Arab Emirates,Asia/Dubai,292223,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_GST.txt
2026-08-12,geoname:2928751|city:esslingen,Esslingen,Esslingen,Germany,Europe/Berlin,2928751,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - 03:50 AM | Sutak Ends - 08:43 PM | Eclipse Start - 07:22 PM | Maximum Eclipse - 08:15 PM,,2026-08-12_CEST.txt
2026-08-12,geoname:4167147|city:orlando,Orlando,Florida,United States,America/New_York,4167147,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_EDT.txt
2026-08-12,geoname:4174757|city:tampa,Tampa,Florida,United States,America/New_York,4174757,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_EDT.txt
2026-08-12,geoname:4180439|city:atlanta,Atlanta,Georgia,United States,America/New_York,4180439,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_EDT.txt
2026-08-12,geoname:4256038|city:columbus,Columbus,Indiana,United States,America/Indiana/Indianapolis,4256038,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_EDT.txt
2026-08-12,geoname:4347778|city:baltimore,Baltimore,Maryland,United States,America/New_York,4347778,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - 01:12 AM | Sutak Ends - 02:28 PM | Eclipse Start - 01:15 PM | Maximum Eclipse - 01:52 PM | Eclipse End - 02:28 PM,,2026-08-12_EDT.txt
2026-08-12,geoname:4460243|city:charlotte,Charlotte,North Carolina,United States,America/New_York,4460243,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_EDT.txt
2026-08-12,geoname:4487042|city:raleigh,Raleigh,North Carolina,United States,America/New_York,4487042,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_EDT.txt
2026-08-12,geoname:4508722|city:cincinnati,Cincinnati,Ohio,United States,America/New_York,4508722,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_EDT.txt
2026-08-12,geoname:4509177|city:columbus,Columbus,Ohio,United States,America/New_York,4509177,Surya Grahan *Purna,"Surya Grahan *Purna: Sutak Begins - 11:06 PM, Aug 11 | Sutak Ends - 01:58 PM | Eclipse Start - 01:21 PM | Maximum Eclipse - 01:39 PM | Eclipse End - 01:58 PM",,2026-08-12_EDT.txt
2026-08-12,geoname:4560349|city:philadelphia,Philadelphia,Pennsylvania,United States,America/New_York,4560349,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - 01:06 AM | Sutak Ends - 02:34 PM | Eclipse Start - 01:11 PM | Maximum Eclipse - 01:53 PM | Eclipse End - 02:34 PM,,2026-08-12_EDT.txt
2026-08-12,geoname:4634946|city:knoxville,Knoxville,Tennessee,United States,America/New_York,4634946,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_EDT.txt
2026-08-12,geoname:4644585|city:nashville,Nashville,Tennessee,United States,America/Chicago,4644585,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_CDT.txt
2026-08-12,geoname:4684888|city:dallas,Dallas,Texas,United States,America/Chicago,4684888,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_CDT.txt
2026-08-12,geoname:4699066|city:houston,Houston,Texas,United States,America/Chicago,4699066,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_CDT.txt
2026-08-12,geoname:4781708|city:richmond,Richmond,Virginia,United States,America/New_York,4781708,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - 01:15 AM | Sutak Ends - 02:21 PM | Eclipse Start - 01:27 PM | Maximum Eclipse - 01:54 PM | Eclipse End - 02:21 PM,,2026-08-12_EDT.txt
2026-08-12,geoname:4887398|city:chicago,Chicago,Illinois,United States,America/Chicago,4887398,Surya Grahan *Purna,"Surya Grahan *Purna: Sutak Begins - 10:26 PM, Aug 11 | Sutak Ends - 12:37 PM | Eclipse Start - 12:18 PM | Maximum Eclipse - 12:27 PM | Eclipse End - 12:37 PM",,2026-08-12_CDT.txt
2026-08-12,geoname:4922462|city:lafayette,Lafayette,Indiana,United States,America/Indiana/Indianapolis,4922462,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_EDT.txt
2026-08-12,geoname:5099836|city:new_jersey,New Jersey,New Jersey,United States,America/New_York,5099836,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - 01:02 AM | Sutak Ends - 02:38 PM | Eclipse Start - 01:07 PM | Maximum Eclipse - 01:53 PM | Eclipse End - 02:38 PM,,2026-08-12_EDT.txt
2026-08-12,geoname:5108728|city:belfast,Belfast,New York,United States,America/New_York,5108728,Surya Grahan *Purna,"Surya Grahan *Purna: Sutak Begins - 10:48 PM, Aug 11 | Sutak Ends - 02:26 PM | Eclipse Start - 01:01 PM | Maximum Eclipse - 01:44 PM | Eclipse End - 02:26 PM",,2026-08-12_EDT.txt
2026-08-12,geoname:5110629|city:buffalo,Buffalo,New York,United States,America/New_York,5110629,Surya Grahan *Purna,"Surya Grahan *Purna: Sutak Begins - 10:52 PM, Aug 11 | Sutak Ends - 02:23 PM | Eclipse Start - 12:58 PM | Maximum Eclipse - 01:41 PM | Eclipse End - 02:23 PM",,2026-08-12_EDT.txt
2026-08-12,geoname:5119251|city:greece,Greece,New York,United States,America/New_York,5119251,Surya Grahan *Purna,"Surya Grahan *Purna: Sutak Begins - 10:48 PM, Aug 11 | Sutak Ends - 02:27 PM | Eclipse Start - 12:57 PM | Maximum Eclipse - 01:43 PM | Eclipse End - 02:27 PM",,2026-08-12_EDT.txt
2026-08-12,geoname:5128581|city:new_york,New York,New York,United States,America/New_York,5128581,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - 01:01 AM | Sutak Ends - 02:38 PM | Eclipse Start - 01:07 PM | Maximum Eclipse - 01:53 PM | Eclipse End - 02:38 PM,,2026-08-12_EDT.txt
2026-08-12,geoname:5131614|city:pittsford,Pittsford,New York,United States,America/New_York,5131614,Surya Grahan *Purna,"Surya Grahan *Purna: Sutak Begins - 10:47 PM, Aug 11 | Sutak Ends - 02:28 PM | Eclipse Start - 12:57 PM | Maximum Eclipse - 01:43 PM | Eclipse End - 02:28 PM",,2026-08-12_EDT.txt
2026-08-12,geoname:5134086|city:rochester,Rochester,New York,United States,America/New_York,5134086,Surya Grahan *Purna,"Surya Grahan *Purna: Sutak Begins - 10:47 PM, Aug 11 | Sutak Ends - 02:28 PM | Eclipse Start - 12:57 PM | Maximum Eclipse - 01:43 PM | Eclipse End - 02:28 PM",,2026-08-12_EDT.txt
2026-08-12,geoname:5139865|city:stonybrook,Stonybrook,New York,United States,America/New_York,5139865,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - 12:58 AM | Sutak Ends - 02:40 PM | Eclipse Start - 01:06 PM | Maximum Eclipse - 01:54 PM | Eclipse End - 02:40 PM,,2026-08-12_EDT.txt
2026-08-12,geoname:5140405|city:syracuse,Syracuse,New York,United States,America/New_York,5140405,Surya Grahan *Purna,"Surya Grahan *Purna: Sutak Begins - 10:41 PM, Aug 11 | Sutak Ends - 02:32 PM | Eclipse Start - 12:58 PM | Maximum Eclipse - 01:45 PM | Eclipse End - 02:32 PM",,2026-08-12_EDT.txt
2026-08-12,geoname:5150529|city:cleveland,Cleveland,Ohio,United States,America/New_York,5150529,Surya Grahan *Purna,"Surya Grahan *Purna: Sutak Begins - 11:02 PM, Aug 11 | Sutak Ends - 02:11 PM | Eclipse Start - 01:07 PM | Maximum Eclipse - 01:39 PM | Eclipse End - 02:11 PM",,2026-08-12_EDT.txt
2026-08-12,geoname:5308655|city:phoenix,Phoenix,Arizona,United States,America/Phoenix,5308655,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_MST.txt
2026-08-12,geoname:5368361|city:los_angeles,Los Angeles,California,United States,America/Los_Angeles,5368361,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_PDT.txt
2026-08-12,geoname:5383527|city:placentia,Placentia,California,United States,America/Los_Angeles,5383527,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_PDT.txt
2026-08-12,geoname:5391959|city:san_francisco,San Francisco,California,United States,America/Los_Angeles,5391959,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_PDT.txt
2026-08-12,geoname:5809844|city:seattle,Seattle,Washington,United States,America/Los_Angeles,5809844,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_PDT.txt
2026-08-12,geoname:6173331|city:vancouver,Vancouver,British Columbia,Canada,America/Los_Angeles,6173331,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-12_PDT.txt
2026-08-13,geoname:1269655|city:itanagar,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_IST.txt
2026-08-13,geoname:1269771|city:imphal,Imphal,Manipur,India,Asia/Kolkata,1269771,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_IST.txt
2026-08-13,geoname:1272552|city:dimapur,Dimapur,Nagaland,India,Asia/Kolkata,1272552,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_IST.txt
2026-08-13,geoname:1272648|city:dibrugarh,Dibrugarh,Assam,India,Asia/Kolkata,1272648,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_IST.txt
2026-08-13,geoname:1835848|city:seoul,Seoul,Seoul,South Korea,Asia/Seoul,1835848,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_KST.txt
2026-08-13,geoname:2063523|city:perth,Perth,Western Australia,Australia,Australia/Perth,2063523,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_AWST.txt
2026-08-13,geoname:2078025|city:adelaide,Adelaide,South Australia,Australia,Australia/Adelaide,2078025,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_ACST.txt
2026-08-13,geoname:2147714|city:sydney,Sydney,New South Wales,Australia,Australia/Sydney,2147714,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_AEST.txt
2026-08-13,geoname:2158177|city:melbourne,Melbourne,Victoria,Australia,Australia/Melbourne,2158177,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_AEST.txt
2026-08-13,geoname:2172517|city:canberra,Canberra,Australian Capital Territory,Australia,Australia/Sydney,2172517,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_AEST.txt
2026-08-13,geoname:2174003|city:brisbane,Brisbane,Queensland,Australia,Australia/Brisbane,2174003,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_AEST.txt
2026-08-13,geoname:2179537|city:wellington,Wellington,Wellington,New Zealand,Pacific/Auckland,2179537,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_NZST.txt
2026-08-13,geoname:2192362|city:christchurch,Christchurch,Canterbury,New Zealand,Pacific/Auckland,2192362,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_NZST.txt
2026-08-13,geoname:2193733|city:auckland,Auckland,Auckland,New Zealand,Pacific/Auckland,2193733,Surya Grahan *Purna,Surya Grahan *Purna: Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,,2026-08-13_NZST.txt
2026-08-16,geoname:4167147|city:orlando,Orlando,Florida,United States,America/New_York,4167147,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:30 PM to 08:04 PM | Simha Sankranti Maha Punya Kala - 05:52 PM to 08:04 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4174757|city:tampa,Tampa,Florida,United States,America/New_York,4174757,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:34 PM to 08:07 PM | Simha Sankranti Maha Punya Kala - 05:56 PM to 08:07 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4180439|city:atlanta,Atlanta,Georgia,United States,America/New_York,4180439,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:42 PM to 08:23 PM | Simha Sankranti Maha Punya Kala - 06:09 PM to 08:23 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4256038|city:columbus,Columbus,Indiana,United States,America/Indiana/Indianapolis,4256038,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:48 PM to 08:37 PM | Simha Sankranti Maha Punya Kala - 06:21 PM to 08:37 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4347778|city:baltimore,Baltimore,Maryland,United States,America/New_York,4347778,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:10 PM to 08:00 PM | Simha Sankranti Maha Punya Kala - 05:44 PM to 08:00 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4460243|city:charlotte,Charlotte,North Carolina,United States,America/New_York,4460243,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:27 PM to 08:11 PM | Simha Sankranti Maha Punya Kala - 05:56 PM to 08:11 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4487042|city:raleigh,Raleigh,North Carolina,United States,America/New_York,4487042,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:19 PM to 08:03 PM | Simha Sankranti Maha Punya Kala - 05:48 PM to 08:03 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4508722|city:cincinnati,Cincinnati,Ohio,United States,America/New_York,4508722,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:42 PM to 08:32 PM | Simha Sankranti Maha Punya Kala - 06:15 PM to 08:32 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4509177|city:columbus,Columbus,Ohio,United States,America/New_York,4509177,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:36 PM to 08:27 PM | Simha Sankranti Maha Punya Kala - 06:10 PM to 08:27 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4560349|city:philadelphia,Philadelphia,Pennsylvania,United States,America/New_York,4560349,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:05 PM to 07:56 PM | Simha Sankranti Maha Punya Kala - 05:39 PM to 07:56 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4634946|city:knoxville,Knoxville,Tennessee,United States,America/New_York,4634946,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:40 PM to 08:24 PM | Simha Sankranti Maha Punya Kala - 06:09 PM to 08:24 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4644585|city:nashville,Nashville,Tennessee,United States,America/Chicago,4644585,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 09:34 PM | Simha Sankranti Punya Kala - 12:51 PM to 07:36 PM | Simha Sankranti Maha Punya Kala - 05:21 PM to 07:36 PM,,2026-08-16_CDT.txt
2026-08-16,geoname:4684888|city:dallas,Dallas,Texas,United States,America/Chicago,4684888,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 09:34 PM | Simha Sankranti Punya Kala - 01:31 PM to 08:11 PM | Simha Sankranti Maha Punya Kala - 05:58 PM to 08:11 PM,,2026-08-16_CDT.txt
2026-08-16,geoname:4699066|city:houston,Houston,Texas,United States,America/Chicago,4699066,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 09:34 PM | Simha Sankranti Punya Kala - 01:26 PM to 08:01 PM | Simha Sankranti Maha Punya Kala - 05:49 PM to 08:01 PM,,2026-08-16_CDT.txt
2026-08-16,geoname:4781708|city:richmond,Richmond,Virginia,United States,America/New_York,4781708,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:14 PM to 08:01 PM | Simha Sankranti Maha Punya Kala - 05:45 PM to 08:01 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:4887398|city:chicago,Chicago,Illinois,United States,America/Chicago,4887398,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 09:34 PM | Simha Sankranti Punya Kala - 12:55 PM to 07:49 PM | Simha Sankranti Maha Punya Kala - 05:31 PM to 07:49 PM,,2026-08-16_CDT.txt
2026-08-16,geoname:4922462|city:lafayette,Lafayette,Indiana,United States,America/Indiana/Indianapolis,4922462,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:51 PM to 08:43 PM | Simha Sankranti Maha Punya Kala - 06:26 PM to 08:43 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:5099836|city:new_jersey,New Jersey,New Jersey,United States,America/New_York,5099836,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:00 PM to 07:53 PM | Simha Sankranti Maha Punya Kala - 05:35 PM to 07:53 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:5108728|city:belfast,Belfast,New York,United States,America/New_York,5108728,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:16 PM to 08:11 PM | Simha Sankranti Maha Punya Kala - 05:53 PM to 08:11 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:5110629|city:buffalo,Buffalo,New York,United States,America/New_York,5110629,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:19 PM to 08:16 PM | Simha Sankranti Maha Punya Kala - 05:57 PM to 08:16 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:5119251|city:greece,Greece,New York,United States,America/New_York,5119251,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:15 PM to 08:12 PM | Simha Sankranti Maha Punya Kala - 05:53 PM to 08:12 PM,,2026-08-16_EDT.txt
2026-08-16,geoname:5128581|city:new_york,New York,New York,United States,America/New_York,5128581,Nag Panchami; Simha Sankranti,Simha Sankranti: Simha Sankranti Moment - 10:34 PM | Simha Sankranti Punya Kala - 01:00 PM to 07:53 PM | Simha Sankranti Maha Punya Kala - 05:35 PM to 07:53 PM,,2026-08-16_EDT.txt
