Key,Date,City,State/Region,Country,Timezone,Geoname ID,Selected Drik Location,Sunrise,Sunset,Tithi,Nakshatra,Paksha,Vaara,Amanta Maasa,Sunsign,Scan Error
GEONAME::1279186,2026-09-04,Aizawl,Mizoram,India,Asia/Kolkata,1279186,Aizawl,05:02 AM,05:34 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1279186,2026-09-05,Aizawl,Mizoram,India,Asia/Kolkata,1279186,Aizawl,05:02 AM,05:33 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1279186,2026-09-06,Aizawl,Mizoram,India,Asia/Kolkata,1279186,Aizawl,05:02 AM,05:32 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1279186,2026-09-07,Aizawl,Mizoram,India,Asia/Kolkata,1279186,Aizawl,05:03 AM,05:31 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1271631,2026-09-01,Gangtok,Sikkim,India,Asia/Kolkata,1271631,Gangtok,05:14 AM,05:56 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1271631,2026-09-02,Gangtok,Sikkim,India,Asia/Kolkata,1271631,Gangtok,05:15 AM,05:55 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1271631,2026-09-03,Gangtok,Sikkim,India,Asia/Kolkata,1271631,Gangtok,05:15 AM,05:54 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1271631,2026-09-04,Gangtok,Sikkim,India,Asia/Kolkata,1271631,Gangtok,05:16 AM,05:53 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1271631,2026-09-05,Gangtok,Sikkim,India,Asia/Kolkata,1271631,Gangtok,05:16 AM,05:52 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1271631,2026-09-06,Gangtok,Sikkim,India,Asia/Kolkata,1271631,Gangtok,05:17 AM,05:51 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1271631,2026-09-07,Gangtok,Sikkim,India,Asia/Kolkata,1271631,Gangtok,05:17 AM,05:50 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1256287,2026-09-01,Silchar,Assam,India,Asia/Kolkata,1256287,Silchar,05:00 AM,05:38 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1256287,2026-09-02,Silchar,Assam,India,Asia/Kolkata,1256287,Silchar,05:00 AM,05:37 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1256287,2026-09-03,Silchar,Assam,India,Asia/Kolkata,1256287,Silchar,05:00 AM,05:36 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1256287,2026-09-04,Silchar,Assam,India,Asia/Kolkata,1256287,Silchar,05:01 AM,05:35 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1256287,2026-09-05,Silchar,Assam,India,Asia/Kolkata,1256287,Silchar,05:01 AM,05:34 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1256287,2026-09-06,Silchar,Assam,India,Asia/Kolkata,1256287,Silchar,05:01 AM,05:33 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1256287,2026-09-07,Silchar,Assam,India,Asia/Kolkata,1256287,Silchar,05:02 AM,05:32 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1272648,2026-09-01,Dibrugarh,Assam,India,Asia/Kolkata,1272648,Dibrugarh,04:49 AM,05:31 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1272648,2026-09-02,Dibrugarh,Assam,India,Asia/Kolkata,1272648,Dibrugarh,04:50 AM,05:30 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1272648,2026-09-03,Dibrugarh,Assam,India,Asia/Kolkata,1272648,Dibrugarh,04:50 AM,05:29 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1272648,2026-09-04,Dibrugarh,Assam,India,Asia/Kolkata,1272648,Dibrugarh,04:51 AM,05:28 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1272648,2026-09-05,Dibrugarh,Assam,India,Asia/Kolkata,1272648,Dibrugarh,04:51 AM,05:27 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1272648,2026-09-06,Dibrugarh,Assam,India,Asia/Kolkata,1272648,Dibrugarh,04:51 AM,05:26 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1272648,2026-09-07,Dibrugarh,Assam,India,Asia/Kolkata,1272648,Dibrugarh,04:52 AM,05:25 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1269771,2026-09-01,Imphal,Manipur,India,Asia/Kolkata,1269771,Imphal,04:55 AM,05:33 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1269771,2026-09-02,Imphal,Manipur,India,Asia/Kolkata,1269771,Imphal,04:55 AM,05:32 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1269771,2026-09-03,Imphal,Manipur,India,Asia/Kolkata,1269771,Imphal,04:56 AM,05:31 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1269771,2026-09-04,Imphal,Manipur,India,Asia/Kolkata,1269771,Imphal,04:56 AM,05:30 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1269771,2026-09-05,Imphal,Manipur,India,Asia/Kolkata,1269771,Imphal,04:57 AM,05:29 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1269771,2026-09-06,Imphal,Manipur,India,Asia/Kolkata,1269771,Imphal,04:57 AM,05:28 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1269771,2026-09-07,Imphal,Manipur,India,Asia/Kolkata,1269771,Imphal,04:57 AM,05:27 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1272552,2026-09-01,Dimapur,Nagaland,India,Asia/Kolkata,1272552,Dimapur,04:55 AM,05:35 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1272552,2026-09-02,Dimapur,Nagaland,India,Asia/Kolkata,1272552,Dimapur,04:55 AM,05:34 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1272552,2026-09-03,Dimapur,Nagaland,India,Asia/Kolkata,1272552,Dimapur,04:56 AM,05:33 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1272552,2026-09-04,Dimapur,Nagaland,India,Asia/Kolkata,1272552,Dimapur,04:56 AM,05:32 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1272552,2026-09-05,Dimapur,Nagaland,India,Asia/Kolkata,1272552,Dimapur,04:57 AM,05:31 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1272552,2026-09-06,Dimapur,Nagaland,India,Asia/Kolkata,1272552,Dimapur,04:57 AM,05:29 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1272552,2026-09-07,Dimapur,Nagaland,India,Asia/Kolkata,1272552,Dimapur,04:58 AM,05:28 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1269655,2026-09-01,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,Itanagar,04:55 AM,05:36 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1269655,2026-09-02,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,Itanagar,04:55 AM,05:35 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1269655,2026-09-03,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,Itanagar,04:56 AM,05:34 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1269655,2026-09-04,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,Itanagar,04:56 AM,05:33 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1269655,2026-09-05,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,Itanagar,04:56 AM,05:32 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1269655,2026-09-06,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,Itanagar,04:57 AM,05:31 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1269655,2026-09-07,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,Itanagar,04:57 AM,05:30 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1264521,2026-09-01,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,Madurai,06:08 AM,06:27 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1264521,2026-09-02,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,Madurai,06:08 AM,06:26 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1264521,2026-09-03,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,Madurai,06:08 AM,06:25 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1264521,2026-09-04,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,Madurai,06:08 AM,06:25 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1264521,2026-09-05,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,Madurai,06:08 AM,06:24 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1264521,2026-09-06,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,Madurai,06:08 AM,06:24 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1264521,2026-09-07,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,Madurai,06:08 AM,06:23 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1265683,2026-09-01,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,Kumbakonam,06:03 AM,06:22 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1265683,2026-09-02,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,Kumbakonam,06:03 AM,06:22 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1265683,2026-09-03,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,Kumbakonam,06:03 AM,06:21 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1265683,2026-09-04,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,Kumbakonam,06:02 AM,06:20 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1265683,2026-09-05,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,Kumbakonam,06:02 AM,06:20 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1265683,2026-09-06,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,Kumbakonam,06:02 AM,06:19 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1265683,2026-09-07,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,Kumbakonam,06:02 AM,06:18 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1274256,2026-09-01,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,Chidambaram,06:01 AM,06:21 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1274256,2026-09-02,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,Chidambaram,06:01 AM,06:21 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1274256,2026-09-03,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,Chidambaram,06:01 AM,06:20 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1274256,2026-09-04,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,Chidambaram,06:01 AM,06:19 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1274256,2026-09-05,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,Chidambaram,06:01 AM,06:19 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1274256,2026-09-06,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,Chidambaram,06:01 AM,06:18 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1274256,2026-09-07,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,Chidambaram,06:01 AM,06:17 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1268159,2026-09-01,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,Kanchipuram,06:00 AM,06:22 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1268159,2026-09-02,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,Kanchipuram,06:00 AM,06:21 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1268159,2026-09-03,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,Kanchipuram,06:00 AM,06:21 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1268159,2026-09-04,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,Kanchipuram,06:00 AM,06:20 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1268159,2026-09-05,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,Kanchipuram,06:00 AM,06:19 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1268159,2026-09-06,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,Kanchipuram,06:00 AM,06:19 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1268159,2026-09-07,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,Kanchipuram,06:00 AM,06:18 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1254388,2026-09-01,Srirangam,Tamil Nadu,India,Asia/Kolkata,1254388,Tiruchirappalli,06:05 AM,06:25 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1254388,2026-09-02,Srirangam,Tamil Nadu,India,Asia/Kolkata,1254388,Tiruchirappalli,06:05 AM,06:24 PM,"Panchami upto 06:12 AM; Shashthi upto 04:26 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1254388,2026-09-03,Srirangam,Tamil Nadu,India,Asia/Kolkata,1254388,Tiruchirappalli,06:05 AM,06:24 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1254388,2026-09-04,Srirangam,Tamil Nadu,India,Asia/Kolkata,1254388,Tiruchirappalli,06:05 AM,06:23 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1254388,2026-09-05,Srirangam,Tamil Nadu,India,Asia/Kolkata,1254388,Tiruchirappalli,06:05 AM,06:22 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1254388,2026-09-06,Srirangam,Tamil Nadu,India,Asia/Kolkata,1254388,Tiruchirappalli,06:05 AM,06:22 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1254388,2026-09-07,Srirangam,Tamil Nadu,India,Asia/Kolkata,1254388,Tiruchirappalli,06:05 AM,06:21 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1270603,2026-09-01,Guruvayur,Kerala,India,Asia/Kolkata,1270603,Guruvayur,06:16 AM,06:35 PM,"Chaturthi upto 07:41 AM; Panchami upto 06:12 AM, Sep 02","Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1270603,2026-09-02,Guruvayur,Kerala,India,Asia/Kolkata,1270603,Guruvayur,06:16 AM,06:35 PM,"Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1270603,2026-09-03,Guruvayur,Kerala,India,Asia/Kolkata,1270603,Guruvayur,06:16 AM,06:34 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1270603,2026-09-04,Guruvayur,Kerala,India,Asia/Kolkata,1270603,Guruvayur,06:16 AM,06:34 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1270603,2026-09-05,Guruvayur,Kerala,India,Asia/Kolkata,1270603,Guruvayur,06:16 AM,06:33 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1270603,2026-09-06,Guruvayur,Kerala,India,Asia/Kolkata,1270603,Guruvayur,06:16 AM,06:32 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1270603,2026-09-07,Guruvayur,Kerala,India,Asia/Kolkata,1270603,Guruvayur,06:16 AM,06:32 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1260546,2026-09-01,Pandharpur,Maharashtra,India,Asia/Kolkata,1260546,Pandharpur,06:15 AM,06:43 PM,"Chaturthi upto 07:41 AM; Panchami upto 06:12 AM, Sep 02","Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1260546,2026-09-02,Pandharpur,Maharashtra,India,Asia/Kolkata,1260546,Pandharpur,06:15 AM,06:42 PM,"Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1260546,2026-09-03,Pandharpur,Maharashtra,India,Asia/Kolkata,1260546,Pandharpur,06:15 AM,06:41 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1260546,2026-09-04,Pandharpur,Maharashtra,India,Asia/Kolkata,1260546,Pandharpur,06:15 AM,06:40 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1260546,2026-09-05,Pandharpur,Maharashtra,India,Asia/Kolkata,1260546,Pandharpur,06:15 AM,06:39 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1260546,2026-09-06,Pandharpur,Maharashtra,India,Asia/Kolkata,1260546,Pandharpur,06:15 AM,06:39 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1260546,2026-09-07,Pandharpur,Maharashtra,India,Asia/Kolkata,1260546,Pandharpur,06:15 AM,06:38 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1266285,2026-09-01,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,Kolhapur,06:20 AM,06:46 PM,"Chaturthi upto 07:41 AM; Panchami upto 06:12 AM, Sep 02","Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1266285,2026-09-02,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,Kolhapur,06:20 AM,06:46 PM,"Shashthi upto 04:26 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1266285,2026-09-03,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,Kolhapur,06:20 AM,06:45 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1266285,2026-09-04,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,Kolhapur,06:20 AM,06:44 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1266285,2026-09-05,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,Kolhapur,06:20 AM,06:43 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
GEONAME::1266285,2026-09-06,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,Kolhapur,06:20 AM,06:42 PM,Dashami upto 07:29 PM,Ardra upto 07:52 PM,Krishna Paksha,Raviwara,Shravana,Simha,
GEONAME::1266285,2026-09-07,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,Kolhapur,06:20 AM,06:42 PM,Ekadashi upto 05:03 PM,Punarvasu upto 06:14 PM,Krishna Paksha,Somawara,Shravana,Simha,
GEONAME::1262180,2026-09-01,Nagpur,Maharashtra,India,Asia/Kolkata,1262180,Nagpur,05:57 AM,06:30 PM,Chaturthi upto 07:41 AM,"Ashwini upto 02:42 AM, Sep 02",Krishna Paksha,Mangalawara,Shravana,Simha,
GEONAME::1262180,2026-09-02,Nagpur,Maharashtra,India,Asia/Kolkata,1262180,Nagpur,05:57 AM,06:29 PM,"Panchami upto 06:12 AM; Shashthi upto 04:25 AM, Sep 03","Bharani upto 01:43 AM, Sep 03",Krishna Paksha,Budhawara,Shravana,Simha,
GEONAME::1262180,2026-09-03,Nagpur,Maharashtra,India,Asia/Kolkata,1262180,Nagpur,05:58 AM,06:28 PM,"Saptami upto 02:25 AM, Sep 04","Krittika upto 12:29 AM, Sep 04",Krishna Paksha,Guruwara,Shravana,Simha,
GEONAME::1262180,2026-09-04,Nagpur,Maharashtra,India,Asia/Kolkata,1262180,Nagpur,05:58 AM,06:27 PM,"Ashtami upto 12:13 AM, Sep 05",Rohini upto 11:04 PM,Krishna Paksha,Shukrawara,Shravana,Simha,
GEONAME::1262180,2026-09-05,Nagpur,Maharashtra,India,Asia/Kolkata,1262180,Nagpur,05:58 AM,06:26 PM,Navami upto 09:53 PM,Mrigashira upto 09:30 PM,Krishna Paksha,Shaniwara,Shravana,Simha,
