Location Key,Date,Observed Festival,Canonical Festival,Detail URL,Local Visibility,Visibility Reason,Sutak Begins,Sutak Ends,Eclipse Start,Maximum Eclipse,Eclipse End,Extracted Details,Completeness Status,Scan Error
geoname:6182962|city:windsor,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,"11:08 PM, Aug 11",02:07 PM,01:03 PM,01:35 PM,02:07 PM,"Sutak Begins - 11:08 PM, Aug 11 | Sutak Ends - 02:07 PM | Eclipse Start - 01:03 PM | Eclipse End - 02:07 PM",COMPLETE,
geoname:2643743|city:london,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,03:24 AM,08:06 PM,06:17 PM,07:13 PM,08:06 PM,Sutak Begins - 03:24 AM | Sutak Ends - 08:06 PM | Eclipse Start - 06:17 PM | Eclipse End - 08:06 PM,COMPLETE,
geoname:1276533|city:belgaum,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Belgaum,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1269920|city:hubli,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Hubli,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:6173331|city:vancouver,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Vancouver,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:5108728|city:belfast,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,"10:48 PM, Aug 11",02:26 PM,01:01 PM,01:44 PM,02:26 PM,"Sutak Begins - 10:48 PM, Aug 11 | Sutak Ends - 02:26 PM | Eclipse Start - 01:01 PM | Eclipse End - 02:26 PM",COMPLETE,
geoname:1835848|city:seoul,2026-08-13,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=13/08/2026,NO,Eclipse would not be visible in Seoul,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:2193733|city:auckland,2026-08-13,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=13/08/2026,NO,Eclipse would not be visible in Auckland,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:2179537|city:wellington,2026-08-13,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=13/08/2026,NO,Eclipse would not be visible in Wellington,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:2192362|city:christchurch,2026-08-13,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=13/08/2026,NO,Eclipse would not be visible in Christchurch,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1279290|city:agartala,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Agartala,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1271476|city:guwahati,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Guwahati,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1256525|city:shiliguri,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Shiliguri,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1279186|city:aizawl,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Aizawl,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1271631|city:gangtok,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Gangtok,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1256287|city:silchar,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Silchar,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1272648|city:dibrugarh,2026-08-13,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=13/08/2026,NO,Eclipse would not be visible in Dibrugarh,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1269771|city:imphal,2026-08-13,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=13/08/2026,NO,Eclipse would not be visible in Imphal,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1272552|city:dimapur,2026-08-13,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=13/08/2026,NO,Eclipse would not be visible in Dimapur,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1269655|city:itanagar,2026-08-13,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=13/08/2026,NO,Eclipse would not be visible in Itanagar,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1264521|city:madurai,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Madurai,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1265683|city:kumbakonam,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Kumbakonam,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1274256|city:chidambaram,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Chidambaram,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1268159|city:kanchipuram,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Kanchipuram,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1254388|city:srirangam,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Sutak is marked Not Applicable and no local eclipse timings are shown.,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1270603|city:guruvayur,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Guruvayur,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1260546|city:pandharpur,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Pandharpur,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1266285|city:kolhapur,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Kolhapur,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1262180|city:nagpur,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Nagpur,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1253102|city:visakhapatnam,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Visakhapatnam,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:292223|city:dubai,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Dubai,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:290030|city:doha,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Doha,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:2657896|city:zurich,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,03:55 AM,08:43 PM,07:24 PM,08:17 PM,08:43 PM,Sutak Begins - 03:55 AM | Sutak Ends - 08:43 PM | Eclipse Start - 07:24 PM | Eclipse End - 08:43 PM,COMPLETE,
geoname:2928751|city:esslingen,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,03:50 AM,08:43 PM,07:22 PM,08:15 PM,08:43 PM,Sutak Begins - 03:50 AM | Sutak Ends - 08:43 PM | Eclipse Start - 07:22 PM | Eclipse End - 08:43 PM,COMPLETE,
geoname:1278094|city:ayodhya,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Sutak is marked Not Applicable and no local eclipse timings are shown.,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:5131614|city:pittsford,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,"10:47 PM, Aug 11",02:28 PM,12:57 PM,01:43 PM,02:28 PM,"Sutak Begins - 10:47 PM, Aug 11 | Sutak Ends - 02:28 PM | Eclipse Start - 12:57 PM | Eclipse End - 02:28 PM",COMPLETE,
geoname:5119251|city:greece,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,"10:48 PM, Aug 11",02:27 PM,12:57 PM,01:43 PM,02:27 PM,"Sutak Begins - 10:48 PM, Aug 11 | Sutak Ends - 02:27 PM | Eclipse Start - 12:57 PM | Eclipse End - 02:27 PM",COMPLETE,
geoname:5140405|city:syracuse,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,"10:41 PM, Aug 11",02:32 PM,12:58 PM,01:45 PM,02:32 PM,"Sutak Begins - 10:41 PM, Aug 11 | Sutak Ends - 02:32 PM | Eclipse Start - 12:58 PM | Eclipse End - 02:32 PM",COMPLETE,
geoname:4256038|city:columbus,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Columbus,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:4487042|city:raleigh,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Raleigh,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:4460243|city:charlotte,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Charlotte,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1277333|city:bengaluru,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Bengaluru,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1262321|city:mysuru,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Sutak is marked Not Applicable and no local eclipse timings are shown.,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1262321|city:t_narasipura,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Sutak is marked Not Applicable and no local eclipse timings are shown.,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1263780|city:mangalore,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Mangalore,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1253952|city:udupi,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Sutak is marked Not Applicable and no local eclipse timings are shown.,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1255364|city:surat,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Surat,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1259229|city:pune,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Pune,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1253573|city:vadodara,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Vadodara,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1269843|city:hyderabad,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Hyderabad,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:5134086|city:rochester,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,"10:47 PM, Aug 11",02:28 PM,12:57 PM,01:43 PM,02:28 PM,"Sutak Begins - 10:47 PM, Aug 11 | Sutak Ends - 02:28 PM | Eclipse Start - 12:57 PM | Eclipse End - 02:28 PM",COMPLETE,
geoname:5139865|city:stonybrook,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,12:58 AM,02:40 PM,01:06 PM,01:54 PM,02:40 PM,Sutak Begins - 12:58 AM | Sutak Ends - 02:40 PM | Eclipse Start - 01:06 PM | Eclipse End - 02:40 PM,COMPLETE,
geoname:4922462|city:lafayette,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Lafayette,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:4887398|city:chicago,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,"10:26 PM, Aug 11",12:37 PM,12:18 PM,12:27 PM,12:37 PM,"Sutak Begins - 10:26 PM, Aug 11 | Sutak Ends - 12:37 PM | Eclipse Start - 12:18 PM | Eclipse End - 12:37 PM",COMPLETE,
geoname:4684888|city:dallas,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Dallas,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:4699066|city:houston,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Houston,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:5308655|city:phoenix,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Phoenix,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:5391959|city:san_francisco,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in San Francisco,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:5368361|city:los_angeles,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Los Angeles,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:5809844|city:seattle,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Seattle,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:4174757|city:tampa,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Tampa,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:4167147|city:orlando,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Orlando,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:4781708|city:richmond,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,01:15 AM,02:21 PM,01:27 PM,01:54 PM,02:21 PM,Sutak Begins - 01:15 AM | Sutak Ends - 02:21 PM | Eclipse Start - 01:27 PM | Eclipse End - 02:21 PM,COMPLETE,
geoname:4347778|city:baltimore,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,01:12 AM,02:28 PM,01:15 PM,01:52 PM,02:28 PM,Sutak Begins - 01:12 AM | Sutak Ends - 02:28 PM | Eclipse Start - 01:15 PM | Eclipse End - 02:28 PM,COMPLETE,
geoname:4560349|city:philadelphia,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,01:06 AM,02:34 PM,01:11 PM,01:53 PM,02:34 PM,Sutak Begins - 01:06 AM | Sutak Ends - 02:34 PM | Eclipse Start - 01:11 PM | Eclipse End - 02:34 PM,COMPLETE,
geoname:5128581|city:new_york,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,01:01 AM,02:38 PM,01:07 PM,01:53 PM,02:38 PM,Sutak Begins - 01:01 AM | Sutak Ends - 02:38 PM | Eclipse Start - 01:07 PM | Eclipse End - 02:38 PM,COMPLETE,
geoname:5099836|city:new_jersey,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,01:02 AM,02:38 PM,01:07 PM,01:53 PM,02:38 PM,Sutak Begins - 01:02 AM | Sutak Ends - 02:38 PM | Eclipse Start - 01:07 PM | Eclipse End - 02:38 PM,COMPLETE,
geoname:5110629|city:buffalo,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,YES,,"10:52 PM, Aug 11",02:23 PM,12:58 PM,01:41 PM,02:23 PM,"Sutak Begins - 10:52 PM, Aug 11 | Sutak Ends - 02:23 PM | Eclipse Start - 12:58 PM | Eclipse End - 02:23 PM",COMPLETE,
