Location Key,Date,Observed Festival,Canonical Festival,Detail URL,Local Visibility,Visibility Reason,Sutak Begins,Sutak Ends,Eclipse Start,Maximum Eclipse,Eclipse End,Extracted Details,Completeness Status,Scan Error
geoname:4922462|city:lafayette,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,10:29 AM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 10:29 AM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:4887398|city:chicago,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,09:32 AM,"12:51 AM, Aug 28",09:34 PM,11:13 PM,"12:51 AM, Aug 28","Sutak Begins - 09:32 AM | Sutak Ends - 12:51 AM, Aug 28 | Eclipse Start - 09:34 PM | Eclipse End - 12:51 AM, Aug 28",COMPLETE,
geoname:4684888|city:dallas,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,10:14 AM,"12:51 AM, Aug 28",09:34 PM,11:13 PM,"12:51 AM, Aug 28","Sutak Begins - 10:14 AM | Sutak Ends - 12:51 AM, Aug 28 | Eclipse Start - 09:34 PM | Eclipse End - 12:51 AM, Aug 28",COMPLETE,
geoname:4699066|city:houston,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,10:09 AM,"12:51 AM, Aug 28",09:34 PM,11:13 PM,"12:51 AM, Aug 28","Sutak Begins - 10:09 AM | Sutak Ends - 12:51 AM, Aug 28 | Eclipse Start - 09:34 PM | Eclipse End - 12:51 AM, Aug 28",COMPLETE,
geoname:5308655|city:phoenix,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,09:14 AM,10:51 PM,07:34 PM,09:13 PM,10:51 PM,Sutak Begins - 09:14 AM | Sutak Ends - 10:51 PM | Eclipse Start - 07:34 PM | Eclipse End - 10:51 PM,COMPLETE,
geoname:5391959|city:san_francisco,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,06:36 AM,10:51 PM,07:43 PM,09:13 PM,10:51 PM,Sutak Begins - 06:36 AM | Sutak Ends - 10:51 PM | Eclipse Start - 07:43 PM | Eclipse End - 10:51 PM,COMPLETE,
geoname:5368361|city:los_angeles,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,09:39 AM,10:51 PM,07:34 PM,09:13 PM,10:51 PM,Sutak Begins - 09:39 AM | Sutak Ends - 10:51 PM | Eclipse Start - 07:34 PM | Eclipse End - 10:51 PM,COMPLETE,
geoname:5809844|city:seattle,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,06:22 AM,10:51 PM,07:56 PM,09:13 PM,10:51 PM,Sutak Begins - 06:22 AM | Sutak Ends - 10:51 PM | Eclipse Start - 07:56 PM | Eclipse End - 10:51 PM,COMPLETE,
geoname:4174757|city:tampa,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,10:19 AM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 10:19 AM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:4167147|city:orlando,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,10:14 AM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 10:14 AM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:4781708|city:richmond,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,01:11 PM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 01:11 PM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:4347778|city:baltimore,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,01:08 PM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 01:08 PM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:4560349|city:philadelphia,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,01:02 PM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 01:02 PM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:5128581|city:new_york,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,12:57 PM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 12:57 PM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:5099836|city:new_jersey,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,12:57 PM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 12:57 PM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:5110629|city:buffalo,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,09:56 AM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 09:56 AM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:5150529|city:cleveland,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,10:08 AM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 10:08 AM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:4509177|city:columbus,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,10:14 AM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 10:14 AM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:4508722|city:cincinnati,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,10:21 AM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 10:21 AM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:4634946|city:knoxville,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,10:20 AM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 10:20 AM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:4644585|city:nashville,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,09:32 AM,"12:51 AM, Aug 28",09:34 PM,11:13 PM,"12:51 AM, Aug 28","Sutak Begins - 09:32 AM | Sutak Ends - 12:51 AM, Aug 28 | Eclipse Start - 09:34 PM | Eclipse End - 12:51 AM, Aug 28",COMPLETE,
geoname:5383527|city:placentia,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,09:37 AM,10:51 PM,07:34 PM,09:13 PM,10:51 PM,Sutak Begins - 09:37 AM | Sutak Ends - 10:51 PM | Eclipse Start - 07:34 PM | Eclipse End - 10:51 PM,COMPLETE,
geoname:4180439|city:atlanta,2026-08-27,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=27/08/2026,YES,,10:23 AM,"01:51 AM, Aug 28",10:34 PM,"12:13 AM, Aug 28","01:51 AM, Aug 28","Sutak Begins - 10:23 AM | Sutak Ends - 01:51 AM, Aug 28 | Eclipse Start - 10:34 PM | Eclipse End - 01:51 AM, Aug 28",COMPLETE,
geoname:1264527|city:chennai,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Chennai,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1254163|city:thiruvananthapuram,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Thiruvananthapuram,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1275339|city:mumbai,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Mumbai,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1275004|city:kolkata,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Kolkata,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1275817|city:bhubaneswar,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,Sutak is marked Not Applicable and no local eclipse timings are shown.,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1254360|city:tirupati,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Tirupati,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1275841|city:bhopal,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Bhopal,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1253405|city:varanasi,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Varanasi,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1278994|city:prayagraj,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,Sutak is marked Not Applicable and no local eclipse timings are shown.,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1264733|city:lucknow,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Lucknow,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1255634|city:srinagar,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Srinagar,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:2174003|city:brisbane,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Brisbane,Not Applicable,Not Applicable,,02:13 PM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:2158177|city:melbourne,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Melbourne,Not Applicable,Not Applicable,,02:13 PM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:2078025|city:adelaide,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Adelaide,Not Applicable,Not Applicable,,01:43 PM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:2063523|city:perth,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Perth,Not Applicable,Not Applicable,,12:13 PM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:2172517|city:canberra,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Canberra,Not Applicable,Not Applicable,,02:13 PM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:2147714|city:sydney,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Sydney,Not Applicable,Not Applicable,,02:13 PM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:285787|city:kuwait,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Kuwait City,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1273865|city:coimbatore,2026-08-12,Surya Grahan *Purna,Surya Grahana,https://www.drikpanchang.com/eclipse/solar-eclipse-date-time-duration.html?date=12/08/2026,NO,Eclipse would not be visible in Coimbatore,Not Applicable,Not Applicable,,,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:285787|city:kuwait,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,Sutak is marked Not Applicable and no local eclipse timings are shown.,Not Applicable,Not Applicable,,07:13 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
geoname:1273865|city:coimbatore,2026-08-28,Chandra Grahan *Anshika,Chandra Grahana,https://www.drikpanchang.com/eclipse/lunar-eclipse-date-time-duration.html?date=28/08/2026,NO,No Lunar Eclipse in Coimbatore,Not Applicable,Not Applicable,,09:43 AM,,Sutak Begins - Not Applicable | Sutak Ends - Not Applicable,COMPLETE,
