Month,Place Key,Location Key,City,State/Region,Country,Timezone,Geoname ID,Displayed Date,Displayed Day,Displayed Weekday,Observed Festival,Normalized Festival,Matched Pattern,Canonical Festival,Engine,Discovery Enabled,Execution Enabled,Display Priority,Registry Notes,Drik URL,Event Detail URL,Event Link Status,Discovery Schema Version,Selection Basis,Discovery Event Detail URL,Completeness Status
2026-08,geoname:292223,geoname:292223|city:dubai,Dubai,Dubai,United Arab Emirates,Asia/Dubai,292223,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=292223&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:290030,geoname:290030|city:doha,Doha,Baladīyat ad Dawḩah,Qatar,Asia/Qatar,290030,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=290030&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:2657896,geoname:2657896|city:zurich,Zurich,Zurich,Switzerland,Europe/Zurich,2657896,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=2657896&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:2928751,geoname:2928751|city:esslingen,Esslingen,Esslingen,Germany,Europe/Berlin,2928751,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=2928751&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1278094,geoname:1278094|city:ayodhya,Ayodhya,Uttar Pradesh,India,Asia/Kolkata,1278094,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1278094&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5131614,geoname:5131614|city:pittsford,Pittsford,New York,United States,America/New_York,5131614,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5131614&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5119251,geoname:5119251|city:greece,Greece,New York,United States,America/New_York,5119251,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5119251&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5140405,geoname:5140405|city:syracuse,Syracuse,New York,United States,America/New_York,5140405,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5140405&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4256038,geoname:4256038|city:columbus,Columbus,Indiana,United States,America/Indiana/Indianapolis,4256038,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4256038&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4487042,geoname:4487042|city:raleigh,Raleigh,North Carolina,United States,America/New_York,4487042,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4487042&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4460243,geoname:4460243|city:charlotte,Charlotte,North Carolina,United States,America/New_York,4460243,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4460243&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1277333,geoname:1277333|city:bengaluru,Bengaluru,Karnataka,India,Asia/Kolkata,1277333,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1277333&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1262321,geoname:1262321|city:mysuru,Mysuru,Karnataka,India,Asia/Kolkata,1262321,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1262321&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1262321,geoname:1262321|city:t_narasipura,T Narasipura,Karnataka,India,Asia/Kolkata,1262321,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1262321&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1263780,geoname:1263780|city:mangalore,Mangalore,Karnataka,India,Asia/Kolkata,1263780,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1263780&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1253952,geoname:1253952|city:udupi,Udupi,Karnataka,India,Asia/Kolkata,1253952,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253952&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1255364,geoname:1255364|city:surat,Surat,Gujarat,India,Asia/Kolkata,1255364,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1255364&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1259229,geoname:1259229|city:pune,Pune,Maharashtra,India,Asia/Kolkata,1259229,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1259229&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1253573,geoname:1253573|city:vadodara,Vadodara,Gujarat,India,Asia/Kolkata,1253573,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253573&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1269843,geoname:1269843|city:hyderabad,Hyderabad,Telangana,India,Asia/Kolkata,1269843,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1269843&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5134086,geoname:5134086|city:rochester,Rochester,New York,United States,America/New_York,5134086,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5134086&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5139865,geoname:5139865|city:stonybrook,Stonybrook,New York,United States,America/New_York,5139865,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5139865&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4922462,geoname:4922462|city:lafayette,Lafayette,Indiana,United States,America/Indiana/Indianapolis,4922462,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4922462&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4887398,geoname:4887398|city:chicago,Chicago,Illinois,United States,America/Chicago,4887398,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4887398&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4684888,geoname:4684888|city:dallas,Dallas,Texas,United States,America/Chicago,4684888,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4684888&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4699066,geoname:4699066|city:houston,Houston,Texas,United States,America/Chicago,4699066,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4699066&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5308655,geoname:5308655|city:phoenix,Phoenix,Arizona,United States,America/Phoenix,5308655,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5308655&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5391959,geoname:5391959|city:san_francisco,San Francisco,California,United States,America/Los_Angeles,5391959,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5391959&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5368361,geoname:5368361|city:los_angeles,Los Angeles,California,United States,America/Los_Angeles,5368361,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5368361&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5809844,geoname:5809844|city:seattle,Seattle,Washington,United States,America/Los_Angeles,5809844,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5809844&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4174757,geoname:4174757|city:tampa,Tampa,Florida,United States,America/New_York,4174757,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4174757&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4167147,geoname:4167147|city:orlando,Orlando,Florida,United States,America/New_York,4167147,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4167147&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4781708,geoname:4781708|city:richmond,Richmond,Virginia,United States,America/New_York,4781708,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4781708&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4347778,geoname:4347778|city:baltimore,Baltimore,Maryland,United States,America/New_York,4347778,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4347778&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4560349,geoname:4560349|city:philadelphia,Philadelphia,Pennsylvania,United States,America/New_York,4560349,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4560349&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5128581,geoname:5128581|city:new_york,New York,New York,United States,America/New_York,5128581,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5128581&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5099836,geoname:5099836|city:new_jersey,New Jersey,New Jersey,United States,America/New_York,5099836,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5099836&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5110629,geoname:5110629|city:buffalo,Buffalo,New York,United States,America/New_York,5110629,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5110629&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5150529,geoname:5150529|city:cleveland,Cleveland,Ohio,United States,America/New_York,5150529,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5150529&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4509177,geoname:4509177|city:columbus,Columbus,Ohio,United States,America/New_York,4509177,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4509177&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
