Place Key,Location Key,City,State/Region,Country,Timezone,Geoname ID,Event Family,Event Name,Event Type,Condition Code,Cycle Anchor,Completeness Status,Date,Action Role,Special Events,Special Event Details,Note,Message,Source Module,Rule Version
,,Bengaluru,Karnataka,India,Asia/Kolkata,1277333,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:55:00 PM to 2026-09-05 12:43:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:19 AM, Sep 05 | Nishita Puja Time - 11:55 PM, Sep 04 to 12:43 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Hubli,Karnataka,India,Asia/Kolkata,1269920,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:04:30 AM to 2026-09-05 12:52:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:28 AM, Sep 05 | Nishita Puja Time - 12:04 AM to 12:52 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Mangalore,Karnataka,India,Asia/Kolkata,1263780,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:05:30 AM to 2026-09-05 12:53:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:29 AM, Sep 05 | Nishita Puja Time - 12:05 AM to 12:53 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Mysuru,Karnataka,India,Asia/Kolkata,1262321,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:58:30 PM to 2026-09-05 12:46:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:22 AM, Sep 05 | Nishita Puja Time - 11:58 PM, Sep 04 to 12:46 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,T Narasipura,Karnataka,India,Asia/Kolkata,1262321,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:58:30 PM to 2026-09-05 12:46:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:22 AM, Sep 05 | Nishita Puja Time - 11:58 PM, Sep 04 to 12:46 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Udupi,Karnataka,India,Asia/Kolkata,1253952,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:06:00 AM to 2026-09-05 12:54:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:30 AM, Sep 05 | Nishita Puja Time - 12:06 AM to 12:54 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Guruvayur,Kerala,India,Asia/Kolkata,1270603,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:01:00 AM to 2026-09-05 12:49:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:25 AM, Sep 05 | Nishita Puja Time - 12:01 AM to 12:49 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Thiruvananthapuram,Kerala,India,Asia/Kolkata,1254163,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:57:00 PM to 2026-09-05 12:45:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:21 AM, Sep 05 | Nishita Puja Time - 11:57 PM, Sep 04 to 12:45 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Bhopal,Madhya Pradesh,India,Asia/Kolkata,1275841,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:55:30 PM to 2026-09-05 12:43:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:19 AM, Sep 05 | Nishita Puja Time - 11:55 PM, Sep 04 to 12:43 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Kolhapur,Maharashtra,India,Asia/Kolkata,1266285,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:08:00 AM to 2026-09-05 12:56:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:32 AM, Sep 05 | Nishita Puja Time - 12:08 AM to 12:56 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Mumbai,Maharashtra,India,Asia/Kolkata,1275339,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:13:30 AM to 2026-09-05 01:01:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:37 AM, Sep 05 | Nishita Puja Time - 12:13 AM to 1:01 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Nagpur,Maharashtra,India,Asia/Kolkata,1262180,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:48:30 PM to 2026-09-05 12:36:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:12 AM, Sep 05 | Nishita Puja Time - 11:48 PM, Sep 04 to 12:36 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Pandharpur,Maharashtra,India,Asia/Kolkata,1260546,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:03:30 AM to 2026-09-05 12:51:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:27 AM, Sep 05 | Nishita Puja Time - 12:03 AM to 12:51 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Pune,Maharashtra,India,Asia/Kolkata,1259229,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:10:00 AM to 2026-09-05 12:58:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:34 AM, Sep 05 | Nishita Puja Time - 12:10 AM to 12:58 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Imphal,Manipur,India,Asia/Kolkata,1269771,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 10:49:30 PM to 2026-09-04 11:37:30 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:13 PM, Sep 04 | Nishita Puja Time - 10:49 PM to 11:37 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Aizawl,Mizoram,India,Asia/Kolkata,1279186,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 10:54:00 PM to 2026-09-04 11:42:00 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:18 PM, Sep 04 | Nishita Puja Time - 10:54 PM to 11:42 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Dimapur,Nagaland,India,Asia/Kolkata,1272552,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 10:50:30 PM to 2026-09-04 11:38:30 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:14 PM, Sep 04 | Nishita Puja Time - 10:50 PM to 11:38 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Bhubaneswar,Odisha,India,Asia/Kolkata,1275817,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:22:00 PM to 2026-09-05 12:10:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:46 PM, Sep 04 | Nishita Puja Time - 11:22 PM, Sep 04 to 12:10 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Gangtok,Sikkim,India,Asia/Kolkata,1271631,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:10:30 PM to 2026-09-04 11:58:30 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:34 PM, Sep 04 | Nishita Puja Time - 11:10 PM to 11:58 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Chennai,Tamil Nadu,India,Asia/Kolkata,1264527,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:44:00 PM to 2026-09-05 12:32:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:08 AM, Sep 05 | Nishita Puja Time - 11:44 PM, Sep 04 to 12:32 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:46:00 PM to 2026-09-05 12:34:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:10 AM, Sep 05 | Nishita Puja Time - 11:46 PM, Sep 04 to 12:34 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Coimbatore,Tamil Nadu,India,Asia/Kolkata,1273865,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:57:00 PM to 2026-09-05 12:45:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:21 AM, Sep 05 | Nishita Puja Time - 11:57 PM, Sep 04 to 12:45 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:46:00 PM to 2026-09-05 12:34:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:10 AM, Sep 05 | Nishita Puja Time - 11:46 PM, Sep 04 to 12:34 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Kumbakonam,Tamil Nadu,India,Asia/Kolkata,1265683,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:47:00 PM to 2026-09-05 12:35:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:11 AM, Sep 05 | Nishita Puja Time - 11:47 PM, Sep 04 to 12:35 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Madurai,Tamil Nadu,India,Asia/Kolkata,1264521,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:52:30 PM to 2026-09-05 12:40:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:16 AM, Sep 05 | Nishita Puja Time - 11:52 PM, Sep 04 to 12:40 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Srirangam,Tamil Nadu,India,Asia/Kolkata,1254388,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:50:00 PM to 2026-09-05 12:38:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:14 AM, Sep 05 | Nishita Puja Time - 11:50 PM, Sep 04 to 12:38 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Hyderabad,Telangana,India,Asia/Kolkata,1269843,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:51:30 PM to 2026-09-05 12:39:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:15 AM, Sep 05 | Nishita Puja Time - 11:51 PM, Sep 04 to 12:39 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Agartala,Tripura,India,Asia/Kolkata,1279290,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:00:00 PM to 2026-09-04 11:48:00 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:24 PM, Sep 04 | Nishita Puja Time - 11:00 PM to 11:48 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
