Place Key,Location Key,City,State/Region,Country,Timezone,Geoname ID,Event Family,Event Name,Event Type,Condition Code,Cycle Anchor,Completeness Status,Date,Action Role,Special Events,Special Event Details,Note,Message,Source Module,Rule Version
,,New York,New York,United States,America/New_York,5128581,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:31:30 AM to 2026-09-04 01:19:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:55 AM, Sep 04 | Nishita Puja Time - 12:31 AM to 1:19 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Pittsford,New York,United States,America/New_York,5131614,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:45:30 AM to 2026-09-04 01:33:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:09 AM, Sep 04 | Nishita Puja Time - 12:45 AM to 1:33 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Rochester,New York,United States,America/New_York,5134086,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:46:00 AM to 2026-09-04 01:34:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:10 AM, Sep 04 | Nishita Puja Time - 12:46 AM to 1:34 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Stonybrook,New York,United States,America/New_York,5139865,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:28:00 AM to 2026-09-04 01:16:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:52 AM, Sep 04 | Nishita Puja Time - 12:28 AM to 1:16 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Syracuse,New York,United States,America/New_York,5140405,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:40:00 AM to 2026-09-04 01:28:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:04 AM, Sep 04 | Nishita Puja Time - 12:40 AM to 1:28 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Charlotte,North Carolina,United States,America/New_York,4460243,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:58:30 AM to 2026-09-04 01:46:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:22 AM, Sep 04 | Nishita Puja Time - 12:58 AM to 1:46 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Raleigh,North Carolina,United States,America/New_York,4487042,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:50:00 AM to 2026-09-04 01:38:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:14 AM, Sep 04 | Nishita Puja Time - 12:50 AM to 1:38 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Cincinnati,Ohio,United States,America/New_York,4508722,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 01:13:30 AM to 2026-09-04 02:01:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:37 AM, Sep 04 | Nishita Puja Time - 1:13 AM to 2:01 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Cleveland,Ohio,United States,America/New_York,5150529,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 01:02:00 AM to 2026-09-04 01:50:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:26 AM, Sep 04 | Nishita Puja Time - 1:02 AM to 1:50 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Columbus,Ohio,United States,America/New_York,4509177,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 01:07:30 AM to 2026-09-04 01:55:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:31 AM, Sep 04 | Nishita Puja Time - 1:07 AM to 1:55 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Philadelphia,Pennsylvania,United States,America/New_York,4560349,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:36:00 AM to 2026-09-04 01:24:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:00 AM, Sep 04 | Nishita Puja Time - 12:36 AM to 1:24 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Knoxville,Tennessee,United States,America/New_York,4634946,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 01:11:00 AM to 2026-09-04 01:59:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:35 AM, Sep 04 | Nishita Puja Time - 1:11 AM to 1:59 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Richmond,Virginia,United States,America/New_York,4781708,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:45:30 AM to 2026-09-04 01:33:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:09 AM, Sep 04 | Nishita Puja Time - 12:45 AM to 1:33 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Phoenix,Arizona,United States,America/Phoenix,5308655,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:04:00 AM to 2026-09-04 12:52:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:28 AM, Sep 04 | Nishita Puja Time - 12:04 AM to 12:52 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Esslingen,Esslingen,Germany,Europe/Berlin,2928751,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:58:30 AM to 2026-09-04 01:46:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:22 AM, Sep 04 | Nishita Puja Time - 12:58 AM to 1:46 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Darmstadt,Hesse,Germany,Europe/Berlin,2938913,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 01:01:00 AM to 2026-09-04 01:49:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:25 AM, Sep 04 | Nishita Puja Time - 1:01 AM to 1:49 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,London,London,United Kingdom,Europe/London,2643743,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 12:36:30 AM to 2026-09-04 01:24:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:00 AM, Sep 04 | Nishita Puja Time - 12:36 AM to 1:24 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Zurich,Zurich,Switzerland,Europe/Zurich,2657896,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-03,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-03 | Puja Date: 2026-09-03 | Nishita Puja: 2026-09-04 01:01:00 AM to 2026-09-04 01:49:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Thursday, September 03, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 1:25 AM, Sep 04 | Nishita Puja Time - 1:01 AM to 1:49 AM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Dubai,Dubai,United Arab Emirates,Asia/Dubai,292223,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:54:30 PM to 2026-09-05 12:42:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:18 AM, Sep 05 | Nishita Puja Time - 11:54 PM, Sep 04 to 12:42 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Tirupati,Andhra Pradesh,India,Asia/Kolkata,1254360,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:47:30 PM to 2026-09-05 12:35:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:11 AM, Sep 05 | Nishita Puja Time - 11:47 PM, Sep 04 to 12:35 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Visakhapatnam,Andra Pradesh,India,Asia/Kolkata,1253102,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:32:30 PM to 2026-09-05 12:20:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:56 PM, Sep 04 | Nishita Puja Time - 11:32 PM, Sep 04 to 12:20 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 10:50:30 PM to 2026-09-04 11:38:30 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:14 PM, Sep 04 | Nishita Puja Time - 10:50 PM to 11:38 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Dibrugarh,Assam,India,Asia/Kolkata,1272648,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 10:45:30 PM to 2026-09-04 11:33:30 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:09 PM, Sep 04 | Nishita Puja Time - 10:45 PM to 11:33 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Guwahati,Assam,India,Asia/Kolkata,1271476,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 10:58:00 PM to 2026-09-04 11:46:00 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:22 PM, Sep 04 | Nishita Puja Time - 10:58 PM to 11:46 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Silchar,Assam,India,Asia/Kolkata,1256287,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 10:54:00 PM to 2026-09-04 11:42:00 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:18 PM, Sep 04 | Nishita Puja Time - 10:54 PM to 11:42 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Surat,Gujarat,India,Asia/Kolkata,1255364,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:13:30 AM to 2026-09-05 01:01:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:37 AM, Sep 05 | Nishita Puja Time - 12:13 AM to 1:01 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Vadodara,Gujarat,India,Asia/Kolkata,1253573,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:12:00 AM to 2026-09-05 01:00:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:36 AM, Sep 05 | Nishita Puja Time - 12:12 AM to 1:00 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Srinagar,Jammu and Kashmir,India,Asia/Kolkata,1255634,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:06:00 AM to 2026-09-05 12:54:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:30 AM, Sep 05 | Nishita Puja Time - 12:06 AM to 12:54 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Belgaum,Karnataka,India,Asia/Kolkata,1276533,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:06:30 AM to 2026-09-05 12:54:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:30 AM, Sep 05 | Nishita Puja Time - 12:06 AM to 12:54 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
